É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2023/10/20 10:42:07

,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû
2020/12/31,8.9,0,8,1,0,1,8,,,,1,3.3,8,1,2.6,8,1,34,8,1,1009.0,8,1,1006.0,8,1,0.8,8,1,3.4,8,1,12.01,8,1,0,1,8,1,0,1,8,1,7.6,8,2020/12/31 13:34,8,1,-0.2,8,2020/12/31 23:38,8,1,ñkêº,8,1,8.8,8,2020/12/31 02:07,8,ñkêº,8,1,1000.8,0,8,2020/12/31 00:06,0,8,1,21,8,2020/12/31 13:51,8,1,0,1,8,2021/1/1 0:00,1,8,1,15.4,8,2020/12/31 02:44,8,ñkêº,8,1,ê∞,8,1,ê∞,8,1
2021/1/1,8.7,0,8,1,0,1,8,,,,1,1.5,8,1,3.2,8,1,40,8,1,1013.4,8,1,1010.4,8,1,0.0,8,1,4.4,8,1,11.72,8,1,0,1,8,1,0,1,8,1,10.5,8,2021/1/1 13:43,8,1,-1.3,8,2021/1/1 06:36,8,1,ñkêº,8,1,3.1,8,2021/1/1 17:33,8,ñkñkìå,8,1,1010.6,0,8,2021/1/1 04:55,0,8,1,22,8,2021/1/1 12:43,8,1,0,1,8,2021/1/2 0:00,1,8,1,5.3,8,2021/1/1 17:26,8,ñkñkìå,8,1,âıê∞,8,1,âıê∞,8,1
2021/1/2,8.8,0,8,1,0,1,8,,,,1,2.0,8,1,4.5,8,1,53,8,1,1016.3,8,1,1013.3,8,1,2.0,8,1,4.8,8,1,11.47,8,1,0,1,8,1,0,1,8,1,10.8,8,2021/1/2 13:04,8,1,0.1,8,2021/1/2 07:17,8,1,ñkêº,8,1,4.7,8,2021/1/2 20:14,8,ñkñkìå,8,1,1013.2,0,8,2021/1/2 13:54,0,8,1,36,8,2021/1/2 10:43,8,1,0,1,8,2021/1/3 0:00,1,8,1,9.4,8,2021/1/2 18:58,8,ñkñkìå,8,1,âıê∞,8,1,ê∞,8,1
2021/1/3,8.8,0,8,1,0,1,8,,,,1,1.6,8,1,4.1,8,1,52,8,1,1022.3,8,1,1019.3,8,1,4.0,8,1,3.7,8,1,10.63,8,1,0,1,8,1,0,1,8,1,8.4,8,2021/1/3 12:40,8,1,-0.4,8,2021/1/3 06:54,8,1,ñkìå,8,1,3.5,8,2021/1/3 21:45,8,êºñkêº,8,1,1020.2,0,8,2021/1/3 03:07,0,8,1,37,8,2021/1/3 13:16,8,1,0,1,8,2021/1/4 0:00,1,8,1,5.5,8,2021/1/3 14:00,8,ñkêº,8,1,ê∞,8,1,îñì‹,8,1
2021/1/4,7.7,0,8,1,0,1,8,,,,1,1.8,8,1,4.7,8,1,52,8,1,1023.6,8,1,1020.6,8,1,4.8,8,1,5.8,8,1,10.27,8,1,0,1,8,1,0,1,8,1,11.4,8,2021/1/4 13:51,8,1,1.3,8,2021/1/4 07:13,8,1,ñkêº,8,1,3.3,8,2021/1/4 22:48,8,êºñkêº,8,1,1022.0,0,8,2021/1/4 13:52,0,8,1,29,8,2021/1/4 14:16,8,1,0,1,8,2021/1/5 0:00,1,8,1,5.8,8,2021/1/4 14:33,8,ìÏ,8,1,ê∞àÍéûì‹,8,1,ê∞å„àÍéûîñì‹,8,1
2021/1/5,1.0,0,8,1,0,1,8,,,,1,1.7,8,1,6.4,8,1,67,8,1,1018.9,8,1,1015.9,8,1,10.0,8,1,6.0,8,1,5.58,8,1,0,1,8,1,0,1,8,1,10.0,8,2021/1/5 12:20,8,1,2.5,8,2021/1/5 06:45,8,1,ñk,8,1,4.2,8,2021/1/5 19:00,8,ñkñkìå,8,1,1013.7,0,8,2021/1/5 23:47,0,8,1,48,8,2021/1/5 13:07,8,1,0,1,8,2021/1/6 0:00,1,8,1,7.0,8,2021/1/5 18:48,8,ñkñkìå,8,1,ì‹,8,1,ì‹,8,1
2021/1/6,0.4,0,8,1,0,1,8,,,,1,2.4,8,1,6.5,8,1,73,8,1,1014.1,8,1,1011.1,8,1,10.0,8,1,5.3,8,1,4.92,8,1,0.0,0,8,1,0,1,8,1,6.8,8,2021/1/6 13:45,8,1,3.9,8,2021/1/6 05:42,8,1,ñkñkìå,8,1,5.2,8,2021/1/6 09:28,8,ñkñkìå,8,1,1011.7,0,8,2021/1/7 0:00,0,8,1,62,8,2021/1/6 13:02,8,1,0.0,0,8,2021/1/6 18:27,0,8,1,9.8,8,2021/1/6 09:27,8,ñkìå,8,1,ì‹,8,1,ì‹,8,1
2021/1/7,7.4,0,8,1,0,1,8,,,,1,4.0,8,1,4.3,8,1,47,8,1,1003.9,8,1,1000.9,8,1,7.5,8,1,6.3,8,1,10.36,8,1,0,1,8,1,0,1,8,1,12.7,8,2021/1/7 12:55,8,1,2.0,8,2021/1/7 07:08,8,1,ñkêº,8,1,10.7,8,2021/1/7 14:52,8,ìÏêº,8,1,997.6,0,8,2021/1/7 14:12,0,8,1,16,8,2021/1/7 20:46,8,1,0,1,8,2021/1/8 0:00,1,8,1,21.5,8,2021/1/7 14:00,8,ìÏêº,8,1,ê∞àÍéûì‹,8,1,ê∞àÍéûì‹,8,1
2021/1/8,5.4,0,8,1,0,1,8,,,,1,1.8,8,1,3.0,8,1,42,8,1,1007.7,8,1,1004.7,8,1,4.0,8,1,2.4,8,1,8.79,8,1,0,1,8,1,0,1,8,1,6.5,8,2021/1/8 12:13,8,1,-1.5,8,2021/1/8 06:04,8,1,ñkêº,8,1,4.3,8,2021/1/8 12:42,8,ìÏìÏìå,8,1,1005.8,0,8,2021/1/8 13:21,0,8,1,27,8,2021/1/8 00:20,8,1,0,1,8,2021/1/9 0:00,1,8,1,7.7,8,2021/1/8 00:40,8,ñk,8,1,ê∞éûÅXì‹,8,1,ê∞,8,1
2021/1/9,8.5,0,8,1,0,1,8,,,,1,2.3,8,1,2.2,8,1,31,8,1,1009.2,8,1,1006.2,8,1,2.0,8,1,2.9,8,1,12.53,8,1,0,1,8,1,0,1,8,1,8.4,8,2021/1/9 12:51,8,1,-1.5,8,2021/1/9 00:59,8,1,ñkñkêº,8,1,5.0,8,2021/1/9 10:43,8,êº,8,1,1006.8,0,8,2021/1/9 14:24,0,8,1,15,8,2021/1/9 14:41,8,1,0,1,8,2021/1/10 0:00,1,8,1,9.4,8,2021/1/9 10:13,8,êº,8,1,ê∞,8,1,âıê∞,8,1
2021/1/10,8.9,0,8,1,0,1,8,,,,1,2.0,8,1,3.1,8,1,44,8,1,1016.2,8,1,1013.1,8,1,2.3,8,1,2.6,8,1,12.39,8,1,0,1,8,1,0,1,8,1,8.1,8,2021/1/10 13:01,8,1,-2.4,8,2021/1/10 06:28,8,1,ñkêº,8,1,4.5,8,2021/1/10 22:14,8,ñkêº,8,1,1011.3,0,8,2021/1/10 00:21,0,8,1,23,8,2021/1/10 15:01,8,1,0,1,8,2021/1/11 0:00,1,8,1,6.8,8,2021/1/10 09:57,8,ñkêº,8,1,âıê∞,8,1,ì‹å„ê∞,8,1
2021/1/11,0.8,0,8,1,0,1,8,,,,1,2.0,8,1,3.4,8,1,47,8,1,1022.8,8,1,1019.7,8,1,7.5,8,1,2.3,8,1,6.57,8,1,0,1,8,1,0,1,8,1,6.5,8,2021/1/11 14:30,8,1,-1.3,8,2021/1/11 04:47,8,1,ñkñkêº,8,1,3.9,8,2021/1/11 01:16,8,êºñkêº,8,1,1018.3,0,8,2021/1/11 00:30,0,8,1,30,8,2021/1/11 14:54,8,1,0,1,8,2021/1/12 0:00,1,8,1,6.9,8,2021/1/11 07:26,8,ñk,8,1,ì‹,8,1,ì‹,8,1
2021/1/12,0.0,0,8,1,0,1,8,,,,1,2.3,8,1,5.3,8,1,68,8,1,1015.6,8,1,1012.6,8,1,10.0,8,1,3.4,8,1,3.41,8,1,0.0,0,8,1,0,1,8,1,5.7,8,2021/1/12 11:02,8,1,1.2,8,2021/1/12 06:31,8,1,ñkñkêº,8,1,4.3,8,2021/1/12 09:53,8,ñkêº,8,1,1011.1,0,8,2021/1/12 19:08,0,8,1,44,8,2021/1/12 00:21,8,1,0.0,0,8,2021/1/12 20:24,0,8,1,6.9,8,2021/1/12 16:00,8,ñkêº,8,1,ì‹å„âJàÍéûÇ›ÇºÇÍ,8,1,ì‹å„ê∞,8,1
2021/1/13,9.1,0,8,1,0,1,8,,,,1,1.8,8,1,5.6,8,1,64,8,1,1014.2,8,1,1011.3,8,1,1.3,8,1,5.8,8,1,12.20,8,1,0,1,8,1,0,1,8,1,12.5,8,2021/1/13 13:38,8,1,-0.5,8,2021/1/13 05:40,8,1,êºñkêº,8,1,3.7,8,2021/1/13 23:47,8,êºñkêº,8,1,1011.5,0,8,2021/1/13 02:42,0,8,1,32,8,2021/1/13 15:10,8,1,0,1,8,2021/1/14 0:00,1,8,1,5.8,8,2021/1/13 16:39,8,ìÏ,8,1,âıê∞,8,1,ê∞,8,1
2021/1/14,9.0,0,8,1,0,1,8,,,,1,1.8,8,1,5.8,8,1,55,8,1,1017.7,8,1,1014.7,8,1,0.0,8,1,7.9,8,1,11.93,8,1,0,1,8,1,0,1,8,1,14.5,8,2021/1/14 14:27,8,1,0.9,8,2021/1/14 07:22,8,1,ñkêº,8,1,4.0,8,2021/1/14 20:27,8,ñkêº,8,1,1015.3,0,8,2021/1/14 12:59,0,8,1,33,8,2021/1/14 14:33,8,1,0,1,8,2021/1/15 0:00,1,8,1,7.4,8,2021/1/14 22:39,8,ñk,8,1,âıê∞,8,1,ê∞å„àÍéûì‹,8,1
2021/1/15,0.0,0,8,1,0,1,8,,,,1,2.1,8,1,6.6,8,1,68,8,1,1022.4,8,1,1019.4,8,1,7.5,8,1,6.6,8,1,2.77,8,1,0.0,0,8,1,0,1,8,1,7.6,8,2021/1/15 13:29,8,1,4.9,8,2021/1/15 04:50,8,1,ñkñkêº,8,1,3.8,8,2021/1/15 21:29,8,ñkêº,8,1,1018.1,0,8,2021/1/16 0:00,0,8,1,51,8,2021/1/15 00:36,8,1,0.0,0,8,2021/1/15 19:11,0,8,1,6.9,8,2021/1/15 01:18,8,ñkñkêº,8,1,ì‹,8,1,ì‹å„àÍéûê∞,8,1
2021/1/16,8.8,0,8,1,0,1,8,,,,1,2.7,8,1,7.4,8,1,61,8,1,1011.8,8,1,1008.9,8,1,3.3,8,1,10.0,8,1,11.40,8,1,0,1,8,1,0,1,8,1,18.7,8,2021/1/16 13:39,8,1,4.3,8,2021/1/16 02:39,8,1,ñkñkêº,8,1,7.1,8,2021/1/16 12:39,8,ìÏ,8,1,1005.7,0,8,2021/1/16 14:38,0,8,1,40,8,2021/1/16 13:19,8,1,0,1,8,2021/1/17 0:00,1,8,1,11.6,8,2021/1/16 12:39,8,ìÏìÏìå,8,1,ê∞,8,1,îñì‹àÍéûê∞,8,1
2021/1/17,0.2,0,8,1,0,1,8,,,,1,2.2,8,1,4.9,8,1,52,8,1,1015.1,8,1,1012.1,8,1,9.8,8,1,6.1,8,1,5.45,8,1,0,1,8,1,0,1,8,1,8.0,8,2021/1/17 13:43,8,1,4.1,8,2021/1/18 0:00,8,1,ñk,8,1,4.8,8,2021/1/17 00:34,8,ñkñkêº,8,1,1013.2,0,8,2021/1/17 14:27,0,8,1,40,8,2021/1/17 00:55,8,1,0,1,8,2021/1/18 0:00,1,8,1,10.5,8,2021/1/17 00:29,8,ñk,8,1,ì‹,8,1,ì‹,8,1
2021/1/18,5.4,0,8,1,0,1,8,,,,1,2.0,8,1,5.5,8,1,67,8,1,1013.2,8,1,1010.2,8,1,5.0,8,1,4.3,8,1,8.98,8,1,0,1,8,1,0,1,8,1,8.6,8,2021/1/18 13:57,8,1,1.0,8,2021/1/18 05:13,8,1,ñkêº,8,1,5.8,8,2021/1/18 23:41,8,ìÏìÏêº,8,1,1008.5,0,8,2021/1/18 23:50,0,8,1,41,8,2021/1/18 23:19,8,1,0,1,8,2021/1/19 0:00,1,8,1,12.3,8,2021/1/18 23:35,8,ìÏêº,8,1,ì‹å„ê∞,8,1,âıê∞,8,1
2021/1/19,9.2,0,8,1,0,1,8,,,,1,4.1,8,1,3.3,8,1,40,8,1,1017.5,8,1,1014.4,8,1,0.0,8,1,4.4,8,1,12.94,8,1,0,1,8,1,0,1,8,1,9.5,8,2021/1/19 12:03,8,1,1.0,8,2021/1/19 23:04,8,1,ñkñkêº,8,1,7.2,8,2021/1/19 13:07,8,ñkñkêº,8,1,1008.3,0,8,2021/1/19 00:52,0,8,1,25,8,2021/1/19 11:44,8,1,0,1,8,2021/1/20 0:00,1,8,1,12.8,8,2021/1/19 12:22,8,ñkêº,8,1,âıê∞,8,1,âıê∞,8,1
2021/1/20,9.2,0,8,1,0,1,8,,,,1,2.8,8,1,3.3,8,1,41,8,1,1028.5,8,1,1025.5,8,1,0.3,8,1,3.9,8,1,13.23,8,1,0,1,8,1,0,1,8,1,9.5,8,2021/1/20 14:12,8,1,0.2,8,2021/1/20 05:40,8,1,ñkñkêº,8,1,6.0,8,2021/1/20 01:41,8,ñkêº,8,1,1025.8,0,8,2021/1/20 00:20,0,8,1,27,8,2021/1/20 14:21,8,1,0,1,8,2021/1/21 0:00,1,8,1,11.7,8,2021/1/20 00:29,8,ñkêº,8,1,âıê∞,8,1,âıê∞,8,1
2021/1/21,9.1,0,8,1,0,1,8,,,,1,1.8,8,1,4.6,8,1,53,8,1,1025.3,8,1,1022.2,8,1,4.0,8,1,4.8,8,1,12.25,8,1,0,1,8,1,0,1,8,1,10.7,8,2021/1/21 13:36,8,1,-0.3,8,2021/1/21 06:42,8,1,ñkêº,8,1,3.4,8,2021/1/21 01:36,8,ñkêº,8,1,1020.5,0,8,2021/1/22 0:00,0,8,1,37,8,2021/1/21 10:59,8,1,0,1,8,2021/1/22 0:00,1,8,1,5.3,8,2021/1/21 23:22,8,ñkêº,8,1,ê∞,8,1,ê∞éûÅXîñì‹,8,1
2021/1/22,7.7,0,8,1,0,1,8,,,,1,1.4,8,1,5.2,8,1,48,8,1,1017.8,8,1,1014.8,8,1,6.5,8,1,8.7,8,1,11.94,8,1,0,1,8,1,0,1,8,1,16.0,8,2021/1/22 13:57,8,1,1.2,8,2021/1/22 07:05,8,1,ñk,8,1,2.8,8,2021/1/22 04:03,8,ñk,8,1,1015.3,0,8,2021/1/22 14:25,0,8,1,27,8,2021/1/22 13:49,8,1,0,1,8,2021/1/23 0:00,1,8,1,4.7,8,2021/1/22 05:20,8,ñkñkêº,8,1,ê∞å„àÍéûì‹,8,1,ì‹,8,1
2021/1/23,0.0,0,8,1,0,1,8,,,,1,3.1,8,1,8.1,8,1,85,8,1,1021.2,8,1,1018.2,8,1,10.0,8,1,6.4,8,1,1.34,8,1,19.0,0,8,1,0,1,8,1,10.2,8,2021/1/23 00:49,8,1,2.7,8,2021/1/24 0:00,8,1,ñkñkìå,8,1,5.0,8,2021/1/23 21:02,8,ñkêº,8,1,1018.4,0,8,2021/1/23 00:12,0,8,1,52,8,2021/1/23 00:05,8,1,0.5,0,8,2021/1/23 23:53,0,8,1,10.3,8,2021/1/23 22:27,8,ñk,8,1,âJàÍéûì‹,8,1,âJ,8,1
2021/1/24,0.0,0,8,1,0,1,8,,,,1,3.6,8,1,8.0,8,1,95,8,1,1021.2,8,1,1018.2,8,1,10.0,8,1,4.3,8,1,2.67,8,1,13.0,0,8,1,0,1,8,1,6.5,8,2021/1/24 16:54,8,1,2.3,8,2021/1/24 08:04,8,1,ñkñkêº,8,1,5.3,8,2021/1/24 00:28,8,ñkñkêº,8,1,1019.0,0,8,2021/1/24 13:31,0,8,1,88,8,2021/1/24 16:58,8,1,0.5,0,8,2021/1/24 22:12,0,8,1,10.9,8,2021/1/24 06:21,8,ñkêº,8,1,âJéûÅXì‹,8,1,âJéûÅXì‹å„àÍéûê∞,8,1
2021/1/25,8.8,0,8,1,0,1,8,,,,1,1.9,8,1,7.5,8,1,74,8,1,1025.6,8,1,1022.6,8,1,7.3,8,1,7.6,8,1,12.79,8,1,1.5,0,8,1,0,1,8,1,13.2,8,2021/1/25 13:46,8,1,3.8,8,2021/1/25 06:07,8,1,ñk,8,1,3.5,8,2021/1/25 14:17,8,ñkñkìå,8,1,1022.9,0,8,2021/1/25 03:21,0,8,1,39,8,2021/1/25 14:11,8,1,0.5,0,8,2021/1/25 02:11,0,8,1,6.9,8,2021/1/25 11:40,8,ñkñkêº,8,1,îñì‹àÍéûê∞,8,1,ê∞,8,1
2021/1/26,2.2,0,8,1,0,1,8,,,,1,1.7,8,1,7.6,8,1,73,8,1,1023.9,8,1,1020.9,8,1,5.8,8,1,7.5,8,1,7.37,8,1,0,1,8,1,0,1,8,1,11.2,8,2021/1/26 14:50,8,1,2.7,8,2021/1/26 05:52,8,1,ñkñkêº,8,1,3.1,8,2021/1/26 19:02,8,ñkêº,8,1,1016.5,0,8,2021/1/27 0:00,0,8,1,58,8,2021/1/26 13:22,8,1,0,1,8,2021/1/27 0:00,1,8,1,5.5,8,2021/1/26 09:26,8,ñkêº,8,1,ì‹àÍéûê∞,8,1,ì‹å„âJ,8,1
2021/1/27,0.8,0,8,1,0,1,8,,,,1,2.5,8,1,8.3,8,1,68,8,1,1012.8,8,1,1009.8,8,1,9.5,8,1,10.3,8,1,5.13,8,1,1.0,0,8,1,0,1,8,1,16.2,8,2021/1/27 13:19,8,1,6.4,8,2021/1/27 07:01,8,1,ñkñkêº,8,1,6.6,8,2021/1/27 20:29,8,ñkñkêº,8,1,1007.1,0,8,2021/1/27 13:19,0,8,1,40,8,2021/1/27 20:34,8,1,0.5,0,8,2021/1/27 04:47,0,8,1,13.9,8,2021/1/27 19:43,8,ñkñkêº,8,1,ì‹å„àÍéûê∞,8,1,ì‹éûÅXê∞,8,1
2021/1/28,0.2,0,8,1,0,1,8,,,,1,2.5,8,1,6.4,8,1,78,8,1,1012.7,8,1,1009.7,8,1,10.0,8,1,4.4,8,1,2.42,8,1,9.0,0,8,1,0,1,8,1,7.9,8,2021/1/28 00:13,8,1,0.9,8,2021/1/28 16:12,8,1,ñkñkêº,8,1,5.2,8,2021/1/28 12:48,8,ñkñkìå,8,1,1003.9,0,8,2021/1/28 23:55,0,8,1,48,8,2021/1/28 00:10,8,1,1.0,0,8,2021/1/28 16:53,0,8,1,10.4,8,2021/1/28 12:42,8,ñkìå,8,1,ì‹å„âJàÍéûÇ›ÇºÇÍ,8,1,ì‹àÍéûâJ,8,1
2021/1/29,7.5,0,8,1,0,1,8,,,,1,3.2,8,1,4.6,8,1,54,8,1,1003.8,8,1,1000.9,8,1,4.5,8,1,5.3,8,1,12.65,8,1,0,1,8,1,0,1,8,1,10.8,8,2021/1/29 12:22,8,1,0.7,8,2021/1/29 23:57,8,1,ñkêº,8,1,6.6,8,2021/1/29 10:13,8,ñkêº,8,1,998.7,0,8,2021/1/29 04:37,0,8,1,18,8,2021/1/29 13:49,8,1,0,1,8,2021/1/30 0:00,1,8,1,11.5,8,2021/1/29 11:34,8,ñkêº,8,1,ê∞,8,1,âıê∞,8,1
2021/1/30,9.4,0,8,1,0,1,8,,,,1,2.9,8,1,2.8,8,1,36,8,1,1017.6,8,1,1014.6,8,1,0.0,8,1,4.1,8,1,14.79,8,1,0,1,8,1,0,1,8,1,9.3,8,2021/1/30 14:05,8,1,0.9,8,2021/1/30 00:01,8,1,ñkêº,8,1,6.9,8,2021/1/30 10:34,8,ñkêº,8,1,1010.8,0,8,2021/1/30 00:06,0,8,1,18,8,2021/1/30 13:48,8,1,0,1,8,2021/1/31 0:00,1,8,1,14.2,8,2021/1/30 10:15,8,êºñkêº,8,1,âıê∞,8,1,âıê∞,8,1
2021/1/31,9.4,0,8,1,0,1,8,,,,1,2.6,8,1,3.7,8,1,42,8,1,1025.2,8,1,1022.2,8,1,0.0,8,1,5.4,8,1,14.42,8,1,0,1,8,1,0,1,8,1,11.9,8,2021/1/31 12:51,8,1,-0.4,8,2021/1/31 06:50,8,1,ñkñkêº,8,1,6.4,8,2021/1/31 14:18,8,ñkêº,8,1,1020.2,0,8,2021/1/31 00:48,0,8,1,30,8,2021/1/31 16:25,8,1,0,1,8,2021/2/1 0:00,1,8,1,11.7,8,2021/1/31 15:44,8,êºñkêº,8,1,âıê∞,8,1,ê∞å„ì‹,8,1
2021/2/1,4.5,0,8,1,0,1,8,,,,1,2.7,8,1,6.1,8,1,57,8,1,1023.3,8,1,1020.3,8,1,6.5,8,1,7.2,8,1,8.70,8,1,0.0,0,8,1,0,1,8,1,14.0,8,2021/2/2 0:00,8,1,1.8,8,2021/2/1 07:35,8,1,ìÏ,8,1,6.3,8,2021/2/1 22:58,8,ìÏìÏêº,8,1,1011.9,0,8,2021/2/2 0:00,0,8,1,41,8,2021/2/1 00:19,8,1,0.0,0,8,2021/2/1 08:27,0,8,1,12.7,8,2021/2/1 21:17,8,ìÏìÏêº,8,1,ì‹éûÅXê∞ÅAÇ†ÇÁÇÍÇî∫Ç§,8,1,ê∞éûÅXì‹å„âJ,8,1
2021/2/2,4.2,0,8,1,0,1,8,,,,1,3.2,8,1,7.8,8,1,67,8,1,1007.3,8,1,1004.4,8,1,7.3,8,1,8.8,8,1,8.75,8,1,12.0,0,8,1,0,1,8,1,15.6,8,2021/2/2 13:49,8,1,4.3,8,2021/2/2 06:13,8,1,ñkñkêº,8,1,7.6,8,2021/2/2 18:05,8,ñkêº,8,1,1002.8,0,8,2021/2/2 13:49,0,8,1,36,8,2021/2/2 19:34,8,1,2.0,0,8,2021/2/2 06:45,0,8,1,15.0,8,2021/2/2 16:54,8,ñkñkêº,8,1,ê∞éûÅXì‹àÍéûâJ,8,1,ê∞àÍéûì‹,8,1
2021/2/3,9.0,0,8,1,0,1,8,,,,1,2.0,8,1,3.9,8,1,42,8,1,1014.6,8,1,1011.6,8,1,1.3,8,1,6.2,8,1,14.78,8,1,0,1,8,1,0,1,8,1,11.8,8,2021/2/3 13:03,8,1,1.0,8,2021/2/3 06:20,8,1,ñkêº,8,1,3.6,8,2021/2/3 14:55,8,ñkêº,8,1,1011.1,0,8,2021/2/3 00:55,0,8,1,25,8,2021/2/3 16:04,8,1,0,1,8,2021/2/4 0:00,1,8,1,6.4,8,2021/2/3 14:45,8,ñk,8,1,ê∞,8,1,ê∞,8,1
2021/2/4,9.5,0,8,1,0,1,8,,,,1,2.9,8,1,4.1,8,1,42,8,1,1013.5,8,1,1010.6,8,1,0.0,8,1,7.0,8,1,14.88,8,1,0,1,8,1,0,1,8,1,12.6,8,2021/2/4 14:24,8,1,0.6,8,2021/2/4 05:41,8,1,ñkñkêº,8,1,8.6,8,2021/2/4 13:25,8,ìÏìÏêº,8,1,1008.2,0,8,2021/2/4 13:29,0,8,1,22,8,2021/2/4 11:50,8,1,0,1,8,2021/2/5 0:00,1,8,1,15.2,8,2021/2/4 13:06,8,ìÏ,8,1,âıê∞,8,1,âıê∞,8,1
2021/2/5,8.9,0,8,1,0,1,8,,,,1,2.4,8,1,5.4,8,1,53,8,1,1018.2,8,1,1015.2,8,1,4.0,8,1,7.1,8,1,14.67,8,1,0,1,8,1,0,1,8,1,12.4,8,2021/2/5 13:38,8,1,1.9,8,2021/2/5 04:26,8,1,ñkêº,8,1,4.8,8,2021/2/5 17:08,8,ìÏ,8,1,1016.1,0,8,2021/2/5 00:01,0,8,1,33,8,2021/2/5 11:23,8,1,0,1,8,2021/2/6 0:00,1,8,1,8.6,8,2021/2/5 07:54,8,ñkñkêº,8,1,ê∞àÍéûîñì‹,8,1,ì‹àÍéûê∞,8,1
2021/2/6,9.4,0,8,1,0,1,8,,,,1,1.7,8,1,6.1,8,1,55,8,1,1013.1,8,1,1010.1,8,1,1.8,8,1,8.9,8,1,14.77,8,1,0,1,8,1,0,1,8,1,15.0,8,2021/2/6 13:54,8,1,4.2,8,2021/2/6 07:07,8,1,ñkñkêº,8,1,3.3,8,2021/2/6 22:45,8,ñkêº,8,1,1010.4,0,8,2021/2/6 16:49,0,8,1,32,8,2021/2/6 15:18,8,1,0,1,8,2021/2/7 0:00,1,8,1,5.3,8,2021/2/6 23:38,8,êºñkêº,8,1,âıê∞,8,1,âıê∞,8,1
2021/2/7,9.1,0,8,1,0,1,8,,,,1,2.4,8,1,5.9,8,1,49,8,1,1010.3,8,1,1007.4,8,1,2.0,8,1,9.9,8,1,14.41,8,1,0.0,0,8,1,0,1,8,1,16.3,8,2021/2/7 14:25,8,1,4.4,8,2021/2/7 06:26,8,1,ñkêº,8,1,5.1,8,2021/2/7 20:47,8,ñkêº,8,1,1007.4,0,8,2021/2/7 14:28,0,8,1,32,8,2021/2/7 11:10,8,1,0.0,0,8,2021/2/7 17:39,0,8,1,10.7,8,2021/2/7 19:08,8,ñkñkêº,8,1,ê∞å„àÍéûì‹,8,1,ê∞,8,1
2021/2/8,2.7,0,8,1,0,1,8,,,,1,3.2,8,1,3.8,8,1,41,8,1,1011.0,8,1,1008.0,8,1,5.8,8,1,6.1,8,1,9.51,8,1,0,1,8,1,0,1,8,1,11.0,8,2021/2/8 14:15,8,1,2.8,8,2021/2/8 23:29,8,1,ñkñkêº,8,1,6.1,8,2021/2/8 21:46,8,ñkñkêº,8,1,1009.0,0,8,2021/2/8 14:52,0,8,1,28,8,2021/2/8 20:28,8,1,0,1,8,2021/2/9 0:00,1,8,1,11.3,8,2021/2/8 23:29,8,ñkñkêº,8,1,ì‹éûÅXê∞,8,1,ê∞àÍéûì‹,8,1
2021/2/9,9.7,0,8,1,0,1,8,,,,1,4.0,8,1,2.7,8,1,32,8,1,1017.5,8,1,1014.5,8,1,0.0,8,1,4.7,8,1,16.35,8,1,0,1,8,1,0,1,8,1,9.6,8,2021/2/9 14:01,8,1,0.8,8,2021/2/9 04:27,8,1,ñkêº,8,1,8.2,8,2021/2/9 12:03,8,ñkêº,8,1,1013.3,0,8,2021/2/9 00:29,0,8,1,17,8,2021/2/9 14:43,8,1,0,1,8,2021/2/10 0:00,1,8,1,16.0,8,2021/2/9 10:32,8,ñkêº,8,1,âıê∞,8,1,âıê∞,8,1
2021/2/10,8.0,0,8,1,0,1,8,,,,1,2.3,8,1,4.7,8,1,48,8,1,1017.5,8,1,1014.6,8,1,5.0,8,1,6.7,8,1,14.44,8,1,0,1,8,1,0,1,8,1,12.1,8,2021/2/10 12:49,8,1,1.7,8,2021/2/10 06:54,8,1,ìÏêº,8,1,4.9,8,2021/2/10 00:48,8,ñkêº,8,1,1015.3,0,8,2021/2/10 17:54,0,8,1,27,8,2021/2/10 11:28,8,1,0,1,8,2021/2/11 0:00,1,8,1,7.8,8,2021/2/10 00:46,8,ñkêº,8,1,ê∞å„îñì‹,8,1,ê∞àÍéûîñì‹,8,1
