年月日,日照時間(時間),日照時間(時間).1 / 現象なし情報,最深積雪(cm),最深積雪(cm).1 / 現象なし情報,平均風速(m/s),平均蒸気圧(hPa),平均湿度(％),平均海面気圧(hPa),平均現地気圧(hPa),平均雲量(10分比),平均気温(℃),合計全天日射量(MJ/㎡),降水量の合計(mm),降水量の合計(mm).1 / 現象なし情報,降雪量合計(cm),降雪量合計(cm).1 / 現象なし情報,最高気温(℃),最低気温(℃),最多風向(16方位),最大風速(m/s),最大風速(m/s).4 / 風向,最低海面気圧(hPa),最低海面気圧(hPa).1 / 現象なし情報,最小相対湿度(％),10分間降水量の最大(mm),10分間降水量の最大(mm).1 / 現象なし情報,最大瞬間風速(m/s),最大瞬間風速(m/s).4 / 風向,天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時)
2018/2/12,9.3,0,0.0,1,3.5,2.8,34.0,1009.8,1006.8,3.8,4.4,15.98,0.0,1,0.0,1,9.7,-0.7,北西,8.4,南西,1007.6,0,22.0,0.0,1,13.8,南西,晴,快晴
2018/2/13,6.9,0,0.0,1,1.9,3.0,38.0,1013.9,1010.8,1.5,3.9,12.53,0.0,1,0.0,1,9.7,-1.2,北西,4.2,南東,1011.0,0,18.0,0.0,1,9.0,東南東,晴後一時曇,快晴
2018/2/14,9.7,0,0.0,1,3.1,4.1,44.0,1016.9,1013.9,2.5,6.0,16.15,0.0,1,0.0,1,11.0,-0.2,西北西,5.8,南南西,1011.0,0,30.0,0.0,1,11.2,南西,晴,晴時々薄曇
2018/2/15,8.2,0,0.0,1,2.7,6.1,51.0,1011.4,1008.5,8.3,9.6,14.48,0.0,1,0.0,1,15.1,5.5,北北西,5.4,北西,1008.6,0,34.0,0.0,1,9.9,西北西,薄曇時々晴,薄曇
2018/2/16,6.1,0,0.0,1,3.1,5.0,52.0,1014.1,1011.1,9.0,6.3,13.24,0.0,1,0.0,1,10.0,3.4,北北西,5.9,南東,1009.0,0,33.0,0.0,1,9.3,南南東,曇一時晴,曇
2018/2/17,7.3,0,0.0,1,3.3,5.0,54.0,1006.6,1003.7,5.3,5.8,12.29,0.0,0,0.0,1,12.3,0.6,北北西,8.5,北北西,1001.5,0,32.0,0.0,0,18.4,西北西,晴一時雨,快晴
2018/2/18,9.9,0,0.0,1,3.8,2.5,33.0,1018.8,1015.8,3.8,3.5,17.52,0.0,1,0.0,1,9.8,-1.8,北北西,7.5,北西,1014.4,0,19.0,0.0,1,14.1,西北西,晴,薄曇一時晴
2018/2/19,7.0,0,0.0,1,2.2,4.2,45.0,1019.2,1016.2,7.0,5.7,15.07,0.0,1,0.0,1,10.7,1.5,南南東,5.1,南東,1016.0,0,26.0,0.0,1,8.9,北,晴時々薄曇,曇後一時晴
2018/2/20,9.7,0,0.0,1,2.5,5.4,53.0,1014.9,1012.0,6.3,7.5,16.42,0.0,1,0.0,1,12.4,3.2,北北西,4.9,南東,1013.1,0,25.0,0.0,1,8.0,南東,晴,薄曇一時晴
2018/2/21,0.2,0,0.0,1,2.6,4.8,52.0,1015.8,1012.8,10.0,5.9,7.96,0.0,1,0.0,1,8.6,3.5,北,5.6,南東,1013.3,0,30.0,0.0,1,8.3,南東,曇,曇後雨、みぞれを伴う
2018/2/22,0.0,0,0.0,1,2.8,6.7,91.0,1021.1,1018.1,10.0,2.7,2.97,2.0,0,0.0,1,5.7,1.5,北東,4.6,北東,1017.5,0,56.0,0.5,0,8.5,北北東,みぞれ一時雪、あられを伴う,雨後みぞれ一時曇
2018/2/23,2.0,0,0.0,1,2.0,7.1,90.0,1020.5,1017.5,6.0,3.7,7.54,0.5,0,0.0,1,8.1,1.8,北北西,4.0,西北西,1018.1,0,65.0,0.5,0,6.3,北,みぞれ一時曇後晴,快晴
2018/2/24,9.1,0,0.0,1,2.5,5.3,55.0,1022.0,1019.0,1.0,7.4,15.84,0.0,1,0.0,1,14.4,0.5,北北西,5.8,南,1017.9,0,29.0,0.0,1,10.9,南,晴,晴後時々薄曇
2018/2/25,0.0,0,0.0,1,2.3,5.2,57.0,1024.8,1021.8,8.5,5.6,6.45,0.0,0,0.0,1,8.9,2.9,北東,4.4,北北東,1022.8,0,39.0,0.0,0,7.1,北北東,曇,曇一時雨
2018/2/26,5.8,0,0.0,1,2.7,5.8,62.0,1022.2,1019.2,6.0,6.0,13.43,0.0,1,0.0,1,10.9,3.9,東北東,5.1,北東,1019.7,0,42.0,0.0,1,9.5,東,曇後晴,曇一時晴
2018/2/27,7.2,0,0.0,1,2.4,6.6,63.0,1022.2,1019.2,4.3,7.7,15.75,0.0,1,0.0,1,12.8,3.9,南東,5.3,南南東,1019.4,0,42.0,0.0,1,8.7,東南東,晴一時曇,快晴
2018/2/28,5.7,0,0.0,1,2.5,7.0,64.0,1020.2,1017.2,7.5,9.1,12.63,1.0,0,0.0,1,14.7,3.3,北西,5.9,東,1012.8,0,31.0,1.0,0,9.9,東,薄曇,曇後大雨
2018/3/1,7.7,0,0.0,1,3.2,9.0,63.0,993.7,990.8,3.8,12.4,15.94,48.0,0,0.0,1,20.3,6.7,西北西,7.7,西南西,986.6,0,21.0,7.5,0,15.7,南西,曇一時雨後晴、雷を伴う,快晴
2018/3/2,10.9,0,0.0,1,3.0,3.9,34.0,1007.5,1004.5,0.5,9.4,19.03,0.0,1,0.0,1,14.4,5.4,北西,6.2,北西,997.2,0,22.0,0.0,1,10.1,西北西,晴,快晴
2018/3/3,9.1,0,0.0,1,2.1,6.1,50.0,1017.8,1014.8,5.0,9.7,17.26,0.0,1,0.0,1,16.2,3.2,南南東,4.8,南南東,1015.1,0,30.0,0.0,1,7.1,南東,晴後時々薄曇,薄曇後晴
2018/3/4,10.4,0,0.0,1,3.7,10.0,63.0,1018.1,1015.2,0.0,13.9,17.7,0.0,1,0.0,1,21.2,5.8,南,8.4,南,1015.7,0,45.0,0.0,1,15.1,南,快晴,晴後曇
2018/3/5,0.4,0,0.0,1,4.9,15.7,87.0,1009.6,1006.7,10.0,15.6,4.22,15.5,0,0.0,1,19.9,9.7,南,10.0,南,1001.8,0,71.0,1.5,0,20.8,南南西,曇時々雨,雨後時々曇
2018/3/6,7.0,0,0.0,1,3.5,7.2,66.0,1022.0,1019.1,6.0,8.3,16.25,3.0,0,0.0,1,12.5,4.4,北東,5.2,北東,1009.5,0,45.0,1.0,0,11.2,東,曇後晴,晴一時曇
2018/3/7,0.7,0,0.0,1,2.8,5.0,56.0,1034.2,1031.1,8.3,5.2,8.71,0.0,0,0.0,1,8.3,2.8,北東,5.0,北東,1030.7,0,45.0,0.0,0,8.9,東,曇,曇時々雨
2018/3/8,0.0,0,0.0,1,2.9,8.4,92.0,1022.9,1019.8,10.0,5.9,1.78,26.0,0,0.0,1,9.8,3.6,北北西,5.4,北西,1008.3,0,74.0,1.5,0,9.2,北西,雨,大雨
2018/3/9,0.0,0,0.0,1,3.6,12.5,85.0,1006.7,1003.8,10.0,11.6,1.9,58.0,0,0.0,1,17.5,6.4,北北西,9.0,南南東,1002.2,0,56.0,6.0,0,19.6,南,雨時々曇,雨時々曇
2018/3/10,3.8,0,0.0,1,2.8,6.7,67.0,1017.9,1014.9,5.8,7.3,13.0,1.5,0,0.0,1,11.8,4.4,北北西,5.5,北北西,1013.4,0,42.0,0.5,0,9.6,北北西,曇後晴,曇時々晴
2018/3/11,4.4,0,0.0,1,2.2,7.4,64.0,1019.2,1016.3,7.0,9.2,13.54,0.0,0,0.0,1,16.1,5.5,北,4.4,北西,1015.5,0,44.0,0.0,0,8.5,西北西,曇一時雨後晴,快晴
2018/3/12,11.3,0,0.0,1,3.4,6.0,50.0,1021.1,1018.2,0.3,9.9,21.02,0.0,1,0.0,1,15.9,5.2,北西,6.0,北西,1018.6,0,24.0,0.0,1,13.3,北西,快晴,晴後一時曇
2018/3/13,10.9,0,0.0,1,2.6,8.2,61.0,1021.6,1018.6,2.0,11.6,19.25,0.0,1,0.0,1,17.5,5.3,南,5.0,南,1019.0,0,43.0,0.0,1,8.7,南南西,快晴,快晴
2018/3/14,10.8,0,0.0,1,2.0,10.1,64.0,1019.9,1017.0,0.0,14.3,19.99,0.0,1,0.0,1,21.5,7.2,南南東,4.6,南東,1018.2,0,28.0,0.0,1,7.0,南東,快晴,快晴
2018/3/15,7.6,0,0.0,1,4.1,11.4,65.0,1016.8,1013.9,6.8,15.9,15.27,0.0,1,0.0,1,22.1,9.0,南南西,8.7,南,1012.1,0,40.0,0.0,1,16.1,南南西,薄曇後一時晴,晴後曇
2018/3/16,0.0,0,0.0,1,4.5,12.0,79.0,1012.6,1009.7,10.0,13.2,2.9,4.0,0,0.0,1,17.5,5.7,南南西,9.3,南南西,1008.6,0,59.0,1.0,0,16.3,南南西,雨一時曇,雨時々曇後晴
2018/3/17,11.4,0,0.0,1,3.2,5.3,52.0,1026.3,1023.3,1.0,7.4,22.13,0.0,1,0.0,1,12.1,3.1,南東,6.1,南東,1020.9,0,32.0,0.0,1,10.1,南東,快晴,曇時々晴
2018/3/18,4.1,0,0.0,1,2.9,8.1,60.0,1024.3,1021.4,9.5,11.3,12.22,0.0,1,0.0,1,15.8,5.4,南,6.1,南,1020.3,0,42.0,0.0,1,12.8,南南西,曇一時晴,曇後一時晴
2018/3/19,0.2,0,0.0,1,2.1,10.5,70.0,1016.2,1013.3,9.5,13.0,7.6,0.5,0,0.0,1,18.0,8.7,北西,5.3,南南西,1013.2,0,51.0,0.5,0,9.9,西南西,曇,雨
2018/3/20,0.0,0,0.0,1,3.7,9.5,85.0,1019.0,1016.1,10.0,8.4,4.62,10.0,0,0.0,1,11.1,6.5,北東,5.7,北東,1015.2,0,62.0,0.5,0,11.8,北北東,雨後時々曇,曇
2018/3/21,0.0,0,0.0,1,3.1,7.0,88.0,1018.4,1015.4,10.0,3.8,1.85,31.0,0,0.0,1,6.6,1.7,北北西,5.4,北西,1007.9,0,62.0,1.0,0,10.0,北北西,雨後みぞれ,大雨
2018/3/22,1.8,0,0.0,1,2.8,10.4,88.0,998.2,995.3,8.8,9.5,7.71,20.0,0,0.0,1,14.5,4.1,西北西,5.9,西北西,994.0,0,55.0,2.5,0,12.5,北西,曇時々雨後一時晴,曇
2018/3/23,3.6,0,0.0,1,2.6,8.4,62.0,1011.8,1008.8,9.3,11.9,14.81,2.5,0,0.0,1,18.8,7.8,北北西,5.5,南南東,1002.9,0,30.0,0.5,0,8.1,東,曇時々晴,曇時々雨
2018/3/24,7.1,0,0.0,1,2.7,9.9,76.0,1018.6,1015.7,9.0,11.3,19.24,0.0,0,0.0,1,16.8,7.1,南東,6.2,南東,1016.8,0,45.0,0.0,0,10.7,南南東,薄曇時々晴,晴時々曇
2018/3/25,11.6,0,0.0,1,2.7,8.6,62.0,1020.0,1017.1,2.3,13.0,22.65,0.0,1,0.0,1,19.3,6.6,南,6.0,南東,1016.8,0,21.0,0.0,1,10.0,南南東,快晴,快晴
2018/3/26,11.5,0,0.0,1,2.2,9.8,62.0,1019.5,1016.6,5.8,14.1,19.15,0.0,1,0.0,1,21.8,8.2,北西,4.9,南,1016.2,0,33.0,0.0,1,7.9,南南東,薄曇一時晴,晴
2018/3/27,8.1,0,0.0,1,2.0,11.3,65.0,1018.3,1015.5,8.0,15.7,18.64,0.0,1,0.0,1,22.1,10.1,北北西,4.4,南東,1016.4,0,40.0,0.0,1,7.1,南東,薄曇一時晴,晴一時曇
2018/3/28,10.9,0,0.0,1,2.5,12.3,65.0,1016.3,1013.5,1.0,17.2,21.05,0.0,1,0.0,1,22.9,11.1,南南東,4.9,南,1014.2,0,29.0,0.0,1,8.4,南南西,快晴,快晴
2018/3/29,10.9,0,0.0,1,2.4,11.9,60.0,1014.2,1011.3,1.5,18.1,21.58,0.0,1,0.0,1,24.2,12.4,北西,5.6,南,1011.0,0,30.0,0.0,1,7.9,南東,快晴,晴一時曇
2018/3/30,10.8,0,0.0,1,4.0,5.5,36.0,1021.0,1018.1,2.0,13.8,23.1,0.0,1,0.0,1,18.4,9.6,南東,7.8,南南東,1015.0,0,16.0,0.0,1,13.9,北北西,晴,晴後一時曇
2018/3/31,11.0,0,0.0,1,3.2,8.0,51.0,1022.8,1019.8,0.3,13.4,22.74,0.0,1,0.0,1,18.1,8.3,南,6.2,南東,1019.8,0,36.0,0.0,1,10.2,南南西,快晴,快晴
2018/4/1,9.6,0,0.0,1,3.7,11.8,65.0,1017.3,1014.4,5.0,16.0,20.96,0.0,1,0.0,1,21.9,9.6,南,7.7,南,1014.7,0,43.0,0.0,1,12.7,南南西,晴後薄曇,薄曇後晴
2018/4/2,9.5,0,0.0,1,2.6,13.7,70.0,1016.8,1013.9,3.0,17.9,19.87,0.0,1,0.0,1,24.5,12.3,南東,7.5,南東,1014.6,0,31.0,0.0,1,10.7,南東,晴後時々薄曇,曇
2018/4/3,8.1,0,0.0,1,2.3,15.2,75.0,1017.2,1014.4,6.3,17.9,19.73,0.0,1,0.0,1,23.4,14.3,南南東,5.3,南,1014.6,0,54.0,0.0,1,9.1,南,晴時々薄曇,快晴
2018/4/4,10.8,0,0.0,1,3.3,15.4,68.0,1012.0,1009.1,0.5,20.1,21.79,0.0,1,0.0,1,26.2,14.7,北北西,7.9,南南西,1006.7,0,42.0,0.0,1,16.0,南南東,晴後一時薄曇,曇時々晴
2018/4/5,0.4,0,0.0,1,3.3,10.7,71.0,1019.4,1016.5,10.0,13.3,8.43,0.0,0,0.0,1,15.3,11.6,南東,7.3,南東,1014.4,0,46.0,0.0,0,12.3,南東,曇,曇時々雨
2018/4/6,3.0,0,0.0,1,5.3,16.8,82.0,1007.0,1004.2,10.0,18.1,13.85,1.0,0,0.0,1,22.4,11.6,南,10.3,南南西,998.1,0,52.0,1.0,0,22.0,南西,曇一時雨,曇時々雨
2018/4/7,3.8,0,0.0,1,4.1,11.7,62.0,998.5,995.6,9.5,16.2,9.12,0.0,0,0.0,1,21.8,10.2,北北西,8.7,南,995.5,0,36.0,0.5,0,18.7,南,曇一時晴,曇一時雨後晴
2018/4/8,7.3,0,0.0,1,2.0,5.8,43.0,1011.4,1008.5,2.5,11.9,20.22,0.0,0,0.0,1,16.8,7.2,北,4.1,北北西,1006.2,0,22.0,0.0,0,9.2,北北西,晴,晴
2018/4/9,11.2,0,0.0,1,3.7,6.5,42.0,1015.2,1012.3,2.5,13.7,24.22,0.0,1,0.0,1,19.9,5.5,北西,9.2,南南西,1010.5,0,30.0,0.0,1,16.7,南,晴一時薄曇,快晴
2018/4/10,11.1,0,0.0,1,3.3,8.1,52.0,1021.6,1018.7,2.3,13.6,24.67,0.0,1,0.0,1,19.1,8.0,南東,7.8,南南東,1018.0,0,29.0,0.0,1,12.5,南南東,晴,晴後薄曇
2018/4/11,5.3,0,0.0,1,6.5,13.0,65.0,1012.4,1009.5,9.5,17.6,16.72,0.0,0,0.0,1,21.9,12.4,南,12.9,南南西,1007.5,0,48.0,0.0,0,23.2,南南西,曇時々晴一時雨,曇時々晴
2018/4/12,8.4,0,0.0,1,2.4,12.7,58.0,1009.2,1006.4,9.8,19.1,20.32,0.0,1,0.0,1,25.9,13.9,北北西,6.2,東北東,1005.4,0,26.0,0.0,1,11.5,北北東,薄曇一時晴,薄曇後晴
2018/4/13,11.8,0,0.0,1,3.9,5.9,34.0,1020.1,1017.2,0.5,15.5,25.23,0.0,1,0.0,1,20.9,11.9,北西,7.9,北西,1014.1,0,18.0,0.0,1,13.3,北西,晴,晴一時曇
2018/4/14,0.8,0,0.0,1,4.0,11.8,67.0,1018.4,1015.5,9.5,15.2,8.82,0.0,0,0.0,1,18.8,11.4,南,9.0,南,1007.0,0,55.0,0.0,0,15.2,南,曇後一時雨,雨時々曇
2018/4/15,0.0,0,0.0,1,4.8,15.7,75.0,1000.0,997.1,10.0,17.9,6.33,19.0,0,0.0,1,22.1,13.5,南南西,10.4,南南西,994.8,0,37.0,2.5,0,20.9,南,曇一時雨,曇
2018/4/16,4.9,0,0.0,1,3.7,8.0,48.0,1015.6,1012.7,10.0,14.7,17.27,0.0,1,0.0,1,20.0,11.7,北北西,7.0,北北西,1007.5,0,28.0,0.0,1,13.7,北西,曇時々晴,曇
2018/4/17,0.0,0,0.0,1,2.3,11.8,81.0,1024.2,1021.3,10.0,12.7,4.42,2.5,0,0.0,1,15.0,11.0,北北西,4.1,北西,1021.2,0,64.0,0.5,0,7.6,東,曇一時雨,雨
2018/4/18,2.4,0,0.0,1,2.3,13.8,94.0,1016.3,1013.4,7.8,12.7,6.57,28.0,0,0.0,1,16.0,10.4,北,4.3,北北東,1013.8,0,69.0,3.0,0,10.9,北東,雨一時晴,晴後時々曇
2018/4/19,9.0,0,0.0,1,3.3,13.9,77.0,1016.3,1013.5,2.0,16.2,22.94,0.0,1,0.0,1,22.2,10.2,南,7.0,南南東,1014.1,0,53.0,0.0,1,12.3,南東,晴一時曇,晴
2018/4/20,12.0,0,0.0,1,3.0,12.1,61.0,1017.7,1014.8,2.5,18.7,25.15,0.0,1,0.0,1,26.4,12.3,北西,7.3,南東,1014.0,0,23.0,0.0,1,13.7,南南東,快晴,快晴
2018/4/21,12.2,0,0.0,1,2.8,13.9,65.0,1019.7,1016.8,0.0,18.9,25.8,0.0,1,0.0,1,26.0,12.8,南,6.3,南,1017.4,0,44.0,0.0,1,10.4,南南東,快晴,快晴
2018/4/22,12.1,0,0.0,1,2.1,15.4,67.0,1017.3,1014.4,1.5,20.5,25.5,0.0,1,0.0,1,28.3,13.9,南南東,4.3,南南東,1015.2,0,27.0,0.0,1,7.2,南東,晴一時薄曇,晴時々曇
2018/4/23,0.0,0,0.0,1,3.0,15.1,80.0,1020.6,1017.7,9.3,16.5,6.17,0.0,0,0.0,1,18.7,15.1,東,4.9,東南東,1017.7,0,67.0,0.0,0,8.3,東南東,曇,曇
2018/4/24,0.0,0,0.0,1,3.3,17.2,84.0,1013.8,1010.9,10.0,18.0,6.79,1.5,0,0.0,1,21.3,15.4,南,8.0,南,1007.9,0,63.0,0.5,0,13.8,南,曇後雨,雨一時曇
2018/4/25,1.9,0,0.0,1,3.5,20.8,95.0,1001.4,998.6,10.0,19.0,8.52,57.0,0,0.0,1,22.5,16.6,南,7.8,南南東,997.5,0,75.0,3.5,0,15.4,南,大雨後薄曇一時晴,曇時々雨一時晴
2018/4/26,9.9,0,0.0,1,3.9,11.5,55.0,1009.8,1006.9,7.8,18.9,25.95,0.0,0,0.0,1,25.0,14.8,北北西,7.4,南南東,1002.4,0,21.0,0.0,0,15.0,北西,晴後薄曇,薄曇
2018/4/27,2.7,0,0.0,1,2.9,14.9,70.0,1009.8,1006.9,9.5,18.5,13.57,0.0,1,0.0,1,22.0,15.1,南,5.6,南東,1006.2,0,50.0,0.0,1,9.0,南南東,曇,晴
2018/4/28,12.3,0,0.0,1,4.4,11.4,51.0,1012.7,1009.8,0.0,20.1,27.31,0.0,1,0.0,1,26.1,15.2,南,8.1,南,1008.0,0,17.0,0.0,1,14.3,北西,快晴,快晴
2018/4/29,12.1,0,0.0,1,4.4,15.3,66.0,1017.0,1014.1,0.0,20.1,26.17,0.0,1,0.0,1,25.6,14.0,南,8.0,南,1015.5,0,36.0,0.0,1,14.8,南,快晴,快晴
2018/4/30,9.2,0,0.0,1,4.5,15.9,65.0,1015.8,1012.9,6.3,20.8,22.81,0.0,1,0.0,1,25.7,16.7,南,8.5,南南東,1013.4,0,48.0,0.0,1,13.7,南南西,晴時々薄曇,晴一時曇
2018/5/1,12.1,0,0.0,1,2.9,15.1,59.0,1015.5,1012.6,4.8,22.3,25.73,0.0,1,0.0,1,28.1,16.7,南南東,6.2,南南東,1013.8,0,28.0,0.0,1,10.0,南,晴後薄曇,薄曇一時晴
2018/5/2,2.9,0,0.0,1,3.2,18.5,79.0,1012.6,1009.7,10.0,20.4,14.7,3.5,0,0.0,1,25.3,17.1,南,5.9,南南西,1005.5,0,38.0,0.5,0,12.0,南,曇後一時雨,雨一時曇
2018/5/3,1.9,0,0.0,1,6.2,20.2,77.0,999.5,996.7,10.0,21.9,12.59,14.0,0,0.0,1,27.4,16.8,南,10.3,南,996.1,0,49.0,1.5,0,19.0,南南西,曇一時雨,曇後一時晴
2018/5/4,9.7,0,0.0,1,3.8,10.6,55.0,1007.3,1004.5,3.5,18.0,27.13,0.0,0,0.0,1,23.8,13.2,北東,7.9,北北西,1003.2,0,23.0,0.0,0,15.8,南西,晴,晴
2018/5/5,12.4,0,0.0,1,3.3,10.8,53.0,1014.3,1011.4,1.8,18.3,27.54,0.0,1,0.0,1,24.3,11.5,南,6.8,南東,1012.4,0,30.0,0.0,1,10.5,南,快晴,薄曇時々晴
2018/5/6,10.1,0,0.0,1,4.5,13.4,55.0,1012.3,1009.5,9.8,21.0,24.88,0.0,0,0.0,1,26.5,14.4,南,10.0,南南西,1008.0,0,31.0,0.0,0,18.6,南南西,薄曇時々晴,曇時々雨
2018/5/7,0.1,0,0.0,1,4.3,16.8,83.0,1006.8,1004.0,10.0,17.9,7.91,21.0,0,0.0,1,21.6,13.9,南南西,7.6,南南西,1003.5,0,63.0,2.5,0,15.5,南南西,曇後雨,雨一時曇
2018/5/8,0.0,0,0.0,1,3.1,13.6,92.0,1013.5,1010.6,10.0,12.9,2.45,10.5,0,0.0,1,14.6,11.4,北北東,5.7,北北東),1007.5,0,73.0,0.5,0,10.0,北東),曇後一時雨,大雨
2018/5/9,0.0,0,0.0,1,2.9,12.6,90.0,1015.9,1013.0,10.0,12.1,6.61,35.0,0,0.0,1,14.3,10.3,北,5.0,北北西,1013.8,0,72.0,1.5,0,9.9,北北東,雨後曇,曇一時雨
2018/5/10,3.2,0,0.0,1,1.8,11.9,84.0,1018.0,1015.1,6.3,12.1,9.88,9.0,0,0.0,1,15.8,10.0,北北西,4.0,西北西,1016.0,0,58.0,2.0,0,5.9,北,曇時々雨後晴、雷を伴う,晴後一時薄曇
2018/5/11,11.9,0,0.0,1,3.7,11.8,64.0,1018.3,1015.4,7.3,16.4,26.73,0.0,1,0.0,1,22.4,9.0,南,8.0,南,1015.6,0,45.0,0.0,1,12.7,南,晴時々薄曇,薄曇後晴
2018/5/12,9.7,0,0.0,1,2.8,15.5,73.0,1015.7,1012.8,6.5,18.8,22.85,0.0,1,0.0,1,24.6,12.9,南南東,5.6,南南東,1013.7,0,49.0,0.0,1,8.1,南南東,薄曇時々晴,薄曇
2018/5/13,0.0,0,0.0,1,3.4,17.2,85.0,1010.0,1007.2,10.0,17.9,6.62,49.0,0,0.0,1,21.4,14.6,南南西,5.5,南南西,1003.4,0,65.0,4.0,0,10.2,南西,曇後雨,雨後曇
2018/5/14,10.9,0,0.0,1,2.9,14.1,55.0,1006.0,1003.3,3.0,21.1,27.55,0.0,0,0.0,1,28.6,15.2,北北東,8.4,北北西,1002.9,0,24.0,0.0,0,17.8,北北西,晴一時曇,快晴
2018/5/15,12.6,0,0.0,1,3.6,14.8,57.0,1012.0,1009.2,2.0,22.3,27.43,0.0,1,0.0,1,28.4,14.8,南,7.8,南,1010.8,0,35.0,0.0,1,13.2,南,快晴,晴
2018/5/16,11.3,0,0.0,1,4.3,17.0,59.0,1011.0,1008.2,5.8,23.5,26.06,0.0,1,0.0,1,29.0,18.8,南南西,7.3,南,1009.2,0,43.0,0.0,1,12.2,南西,薄曇時々晴,薄曇
2018/5/17,5.8,0,0.0,1,3.7,21.0,71.0,1006.7,1003.9,9.0,24.0,19.55,0.0,0,0.0,1,28.4,21.4,南,6.9,南南西,1005.0,0,55.0,0.0,0,12.8,南南西,曇,晴時々曇
2018/5/18,9.7,0,0.0,1,3.0,23.4,82.0,1005.2,1002.4,7.8,23.4,24.21,0.0,1,0.0,1,27.1,20.0,南南東,7.0,南南東,1001.2,0,64.0,0.0,1,10.7,南南東,晴時々曇,曇後時々雨
2018/5/19,2.3,0,0.0,1,3.9,18.4,70.0,1003.2,1000.4,7.5,21.5,13.61,0.0,0,0.0,1,26.3,15.3,南,8.6,南,999.0,0,38.0,0.0,0,15.7,南南西,曇時々晴,晴
2018/5/20,11.0,0,0.0,1,3.5,9.6,51.0,1018.2,1015.3,4.3,16.8,27.97,0.0,1,0.0,1,22.1,13.1,北東,6.3,北西,1010.8,0,28.0,0.0,1,15.4,北西,晴,薄曇
2018/5/21,11.0,0,0.0,1,2.4,10.8,48.0,1019.8,1017.0,10.0,20.3,26.79,0.0,1,0.0,1,27.2,13.7,南,4.9,南,1018.3,0,20.0,0.0,1,7.6,北北東,薄曇,薄曇後晴
2018/5/22,13.4,0,0.0,1,3.1,13.3,55.0,1018.4,1015.6,0.3,21.0,28.67,0.0,1,0.0,1,27.3,15.0,南南東,5.6,南東,1016.4,0,22.0,0.0,1,9.3,南東,快晴,晴後薄曇
2018/5/23,1.3,0,0.0,1,2.3,18.0,85.0,1010.3,1007.4,10.0,18.6,9.07,9.0,0,0.0,1,22.0,17.0,南東,4.5,南南東,1004.2,0,55.0,1.0,0,7.4,北西,曇後雨,雨後時々曇
2018/5/24,7.8,0,0.0,1,2.8,19.6,82.0,1004.4,1001.6,6.0,20.7,21.03,6.0,0,0.0,1,25.7,16.1,南,5.1,北西,1002.1,0,56.0,1.0,0,8.1,南西,晴時々曇,晴一時曇
2018/5/25,8.3,0,0.0,1,3.7,19.8,72.0,1006.5,1003.8,8.3,22.8,21.71,0.0,1,0.0,1,27.1,18.7,南,8.0,南南東,1003.8,0,51.0,0.0,1,14.3,南,薄曇一時晴,薄曇一時晴
2018/5/26,2.7,0,0.0,1,2.7,16.0,63.0,1009.4,1006.6,9.8,21.4,16.12,0.0,1,0.0,1,25.2,18.0,東北東,4.6,北東,1006.3,0,43.0,0.0,1,8.8,北北東,薄曇,曇時々晴
2018/5/27,11.2,0,0.0,1,2.9,18.1,72.0,1011.0,1008.1,3.3,21.3,26.61,0.0,1,0.0,1,26.9,16.2,東北東,5.8,南南東,1009.4,0,46.0,0.0,1,10.7,南南東,晴一時薄曇,曇
2018/5/28,0.7,0,0.0,1,2.5,19.6,76.0,1013.2,1010.4,10.0,21.6,10.12,0.0,1,0.0,1,26.0,18.8,南,4.9,南,1012.1,0,58.0,0.0,1,8.6,南,曇,曇一時晴
2018/5/29,3.6,0,0.0,1,3.2,20.2,73.0,1015.0,1012.2,10.0,23.0,18.24,0.0,1,0.0,1,27.6,19.3,南,6.5,南,1013.9,0,50.0,0.0,1,10.7,南南西,曇,曇
2018/5/30,0.1,0,0.0,1,2.6,21.3,86.0,1013.5,1010.7,10.0,21.1,9.72,8.5,0,0.0,1,25.0,17.4,南,5.1,北西,1009.2,0,63.0,1.0,0,7.6,北西,曇後雨,雨後曇
2018/5/31,1.6,0,0.0,1,2.4,19.7,87.0,1006.3,1003.5,10.0,19.5,8.09,0.0,0,0.0,1,22.0,16.5,南南西,5.5,北西,1003.9,0,70.0,0.0,0,8.5,北西,曇後時々雨,曇後一時晴
2018/6/1,9.1,0,0.0,1,3.4,14.5,57.0,1010.3,1007.5,8.0,21.7,25.58,0.0,0,0.0,1,27.5,17.3,北北西,6.4,南東,1005.0,0,33.0,0.0,0,10.6,北北東,晴,晴時々曇一時雨
2018/6/2,9.9,0,0.0,1,2.4,16.9,65.0,1015.8,1013.0,3.8,21.9,25.67,0.0,1,0.0,1,27.2,16.9,南,5.4,南南東,1013.8,0,44.0,0.0,1,8.8,南東,晴,快晴
2018/6/3,9.8,0,0.0,1,2.8,17.8,68.0,1016.7,1013.9,4.3,22.5,25.06,0.0,1,0.0,1,28.6,17.3,南南東,6.0,南東,1015.1,0,28.0,0.0,1,9.2,南南東,晴,薄曇時々晴
2018/6/4,13.2,0,0.0,1,2.8,17.9,64.0,1015.6,1012.8,3.0,23.5,29.7,0.0,1,0.0,1,29.1,18.5,南南東,6.1,南南東,1013.4,0,33.0,0.0,1,9.4,南南東,晴,晴
